rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,drama_or_comedy
m/1006527-elephant_man,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2007-04-23,It's an amazing story about the human spirit that's told with great sensitivity.,The Elephant Man,"Dr. Frederic Treves (Anthony Hopkins) discovers Joseph (John) Merrick (John Hurt) in a sideshow. Born with a congenital disorder, Merrick uses his disfigurement to earn a living as the ""Elephant Man."" Treves brings Merrick into his home, discovering that his rough exterior hides a refined soul, and that Merrick can teach the stodgy British upper class of the time a lesson about dignity. Merrick becomes the toast of London and charms a caring actress (Anne Bancroft) before his death at 27.","David Lynch's relatively straight second feature finds an admirable synthesis of compassion and restraint in treating its subject, and features outstanding performances by John Hurt and Anthony Hopkins.",PG,Drama,David Lynch,"Eric Bergren, Christopher De Vore, David Lynch","John Hurt, Anthony Hopkins, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones, Michael Elphick, Hannah Gordon, Helen Ryan, John Standing, Dexter Fletcher, Lesley Dunlop, Phoebe Nicholls, Pat Gorman, Claire Davenport, Maggie Cartier, Orla Pederson, Patsy Smart, Frederick Treves, Stromboli, Lisa & Teri Scobie, Richard Hunter, James Cormack, Robert Bush, Roy Evans, Joan Rhodes, Nula Conwell, Tony London, Alfie Curtis, Bernadette Milnes, Brenda Kemper, Carole Harrison, Hugh Manning, Dennis Burgess, Fanny Carby, William Morgan Sheppard, Dierdre Costello, Kathleen Byron, Gerald Case, David Ryall, Deidre Costello, Pauline Quirke, Kenny Baker, Chris Greener, Marcus Powell, Gilda Cohen, Eiji Kusuhara, Robert Day, Patricia Hodge, Tommy Wright, Peter Davidson, John Rapley, Hugh Spight, Teresa Codling, Marion Betzold, Beryl Hicks, Victor Kravchenko, Florenzio Morgado, Caroline Haigh",1980-10-03,2013-08-01,125.0,Paramount,Certified-Fresh,92.0,53.0,Upright,93.0,64544.0,10,49,4,Drama
m/1011558-killer_elite,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2012-01-24,Solid action pic.,The Killer Elite,"Friends George Hansen (Robert Duvall) and Mike Locken (James Caan) are hit men who do contract jobs for a company called Com-Teg, associated with the CIA. Bu, when George gets a better offer from the competition, he turns on Mike, breaking his elbow and shoulder. It takes Mike a long time and a lot of physical therapy to get back on the job, but he does -- and coincidentally finds himself protecting a client whom Hansen and his gang are simultaneously being paid to assassinate.",,PG,"Action & Adventure, Drama, Mystery & Suspense",Sam Peckinpah,"Sam Peckinpah, Marc Norman, Stirling Silliphant","James Caan, Robert Duvall, Arthur Hill, Gig Young, Mako, Bo Hopkins, Burt Young, Helmut Dantine, Tom Clancy, Kate Heflin, Tiana, James Wing Woo, George Cheung, Simon Tam, Rick Alemany, Hank Hamilton, Walter Kelley, Tiana Alexandra, Billy J. Scott, Uschi Digard, Johnnie Burrell, Danny Inosanto, Matthew Peckinpah, Sondra Blake",1975-12-17,2017-04-12,122.0,MGM Home Entertainment,Rotten,50.0,14.0,Spilled,34.0,2003.0,3,7,7,Drama
m/seraphine,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B+,2011-02-21,Gives testimony to the human spirit.,Séraphine,"Soon-to-be-legendary primitivist painter and outsider artist Séraphine ""de Senlis"" Louis (Yolande Moreau) toils as a maidservant in the homes of the bourgeoisie in Senlis, France. For decades, Louis harbors a secret passion for painting in the evenings after work -- one that is discovered serendipitously by renowned German art collector Wilhelm Uhde (Ulrich Tukur). Taken by the woman's enormous talent, Uhde becomes determined to bring Louis' art to the world -- and to change her life.","Seraphine is a well-crafted French film that effectively captures one woman's experience with art, religion, and mental illness, and features a brilliant performance from Yolande Moreau.",PG,"Art House & International, Drama",Martin Provost,"Martin Provost, Marc Abdelnour","Yolande Moreau, Ulrich Tukur, Anne Bennent, Geneviève Mnich, Nico Rogner, Adelaide Leroux, Serge Larivière, Françoise Lebrun, Léna Breban, Francis Lacloche, Corentin Lobet",2009-06-05,2016-08-10,125.0,Music Box Films,Certified-Fresh,88.0,95.0,Upright,80.0,15365.0,38,84,11,Drama
m/big_red_one,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2006-10-02,... displays both raw power and the hint of war's brutality.,The Big Red One,"Having previously fought in World War I, an unnamed sergeant (Lee Marvin) now leads soldiers of the U.S. First Infantry Division through World War II. His men include conflicted marksman Pvt. Griff (Mark Hamill), pulp novel writer Pvt. Zab (Robert Carradine), Sicilian Pvt. Vinci (Bobby Di Cicco) and medic Pvt. Johnson (Kelly Ward). The soldiers adapt to the hardships of war as they see conflict in North Africa and Sicily, take part in the D-Day landings, and liberate a Nazi concentration camp.",The reconstruction of Samuel Fuller's epic account of his days in North Africa in World War II elevates the film into the pantheon of great war movies.,PG,"Action & Adventure, Drama",Samuel Fuller,Samuel Fuller,"Lee Marvin, Mark Hamill, Robert Carradine, Bobby Di Cicco, Kelly Ward, Siegfried Rauch, Stéphane Audran, Serge Marquand, Charles Macaulay, Alain Doutey, Maurice Marsac, Colin Gilbert, Joseph Clark, Ken Campbell (XII), Doug Werner, Perry Lang, Howard Delman, Marthe Villalonga, Giovanna Galetti, Gregori Buimistre, Shimon Barr, Matteo Zoffoli, Avraham Ronai, Galit Rotman",1980-05-28,2013-11-27,113.0,United Artists,Certified-Fresh,90.0,49.0,Upright,78.0,9048.0,16,44,5,Drama
m/children_of_paradise,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2012-08-20,"It's almost flawlessly filmed, though it at times lacks warmth.",Children of Paradise (Les Enfants du Paradis),"In this expansive drama, the lovely and enigmatic Parisian actress Garance (Arletty) draws the attention of various men in her orbit, including the thoughtful mime Baptiste (Jean-Louis Barrault) and the ambitious actor Frédérick (Pierre Brasseur). Though Garance and Baptiste have an undeniable connection, their fortunes shift considerably, pushing them apart as well as bringing them back together, even as they pursue other relationships and lead separate lives.","Strong performances abound, and Carne's wit and grace are evident in this masterful (if long) French epic.",PG,"Art House & International, Classics, Drama, Romance",Marcel Carné,Jacques Prevert,"Arletty, Jean-Louis Barrault, Pierre Brasseur, Marcel Herrand, Louis Salou, María Casares, Pierre Renoir, Fabien Loris, Etienne Decroux, Jane Marken, Leon Larive, Pierre Palov, Marcel Peres, Albert Remy, Gaston Modot, Jacques Castelot, Jean Gold, Guy Favières, Paul Frankeur, Lucienne Vigier, Cynette Quero, Gustave Hamilton, Rognoni, Auguste Bovério, Paul Demange, Jean Diener, Louis Florencie, Marcelle Monthil, Robert Dhéry, Lucien Walter, Jean-Pierre Delmon, Raphaël Patorni, Jean Lanier, Habib Benglia",1946-11-15,2017-03-11,195.0,Home Vision Entertainment,Certified-Fresh,98.0,40.0,Upright,96.0,7566.0,13,39,1,Drama
m/kis_uykusu,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2015-06-24,"This well-observed drama takes its time telling its narrative, as it adroitly gets to concerns over the human condition.",Winter Sleep,"Aydin, his wife and his recently divorced sister spend the winter in their hotel.","Epic in length, thrilling to behold, and utterly absorbing, Winter Sleep demands -- and rewards -- viewers' patient attention.",PG,Drama,Nuri Bilge Ceylan,"Nuri Bilge Ceylan, Ebru Ceylan","Haluk Bilginer, Demet Akbag, Serhat Kiliç, Ayberk Pekcan, Mehmet Ali Nuro?lu, Melisa Sözen, Serhat K?l?ç, Nejat Isler, Tamer Levent, Nadir Saribacak, Emirhan Doruktutan, Ekrem Ilhan, Rabia Ozel, Fatma Deniz Yildiz, Mehmet Ali Nuroglu",2014-12-19,2016-08-10,196.0,Adopt Films,Certified-Fresh,87.0,83.0,Upright,83.0,5743.0,29,72,11,Drama
m/z,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A-,2009-03-13,Mikis Theodorakis provides a stirring musical score of traditional Greek music.,Z,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z (Yves Montand), a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.","Powerfully effective, this anti-fascist political thriller stands out as both high-conscience melodrama and high-tempo action movie.",PG,"Art House & International, Drama, Mystery & Suspense",Costa-Gavras,"Jorge Semprún, Costa-Gavras","Yves Montand, Irene Papas, Jean-Louis Trintignant, Jacques Perrin, Charles Denner, François Périer, Pierre Dux, Julien Guiomar, Bernard Fresson, Renato Salvatori, Marcel Bozzuffi, Jean Bouise, Georges Géret, Magali Noël, Jean Daste, Jean-Pierre Miquel, Guy Mairesse, Clotilde Joano, Maurice Baquet, Gérard Darrieu, José Artur, Van Doude, Eva Simonet, Hassan Hassani, Gabriel Jabbour, Jean-Francois Gobbi, Andree Tainsy, Steve Gadler, Bob de Bragelonne, Sid Ahmed Agoumi, Allel El Mouhib, Habib Reda, Georges Rouquier",1969-02-26,2017-03-07,127.0,Rialto Pictures,Certified-Fresh,93.0,46.0,Upright,93.0,6526.0,14,43,3,Drama
m/sometimes_a_great_notion,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2009-01-18,"When the film cuts away from the family soap opera dramatics and shows the macho men at work wielding their chainsaws at the logging camp among the giant trees, it has a buzz.",Sometimes a Great Notion (Never Give an Inch),A family of independent Oregon loggers refuses to participate in a local strike against the big lumber companies.,,PG,"Action & Adventure, Classics, Drama",Paul Newman,John Gay,"Paul Newman, Henry Fonda, Lee Remick, Michael Sarrazin, Richard Jaeckel, Linda Lawson, Cliff Potts, Sam Gilman, Lee de Broux, Jim Burk, Roy Jenson, Joe Maross, Roy Poole, Charles Tyner, Alan R. Gibbs, Terry J. Leonard, Mickey Gilbert (II), Dick Hudkins, Terry Leonard, Fred Lerner, Gary McLarty, Hal Needham, J.N. Roberts, Dean Smith, Bennie E. Dobbins, Fred Waugh (II), Fred Zendar, Roy Benson",1971-01-01,2016-11-30,114.0,Universal Pictures,Fresh,100.0,14.0,Upright,76.0,852.0,6,14,0,Drama
m/over_the_edge,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2006-02-05,Jonathan Kaplan's engaging exploitation nightmarish generation gap film is effective and honest.,Over the Edge,"With only a recreation center to distract them, most of the teenagers in the drab planned community of New Granada have turned to drugs and delinquency. Carl (Michael Kramer), the son of a town councilman, is an exception, but he can't seem to help falling in with a charismatic and troubled classmate, Richie (Matt Dillon). Soon after, a trigger-happy sheriff (Harry Northrup) shoots Richie, and sole witness Carl has to go on the run, eventually inciting a dramatic teenage riot.",,PG,Drama,Jonathan Kaplan,"Charles Haas, Tim Hunter","Michael Eric Kramer, Pamela Ludwig, Matt Dillon, Debbie James, Vincent Spano, Tom Fergus, Harry Northrup, Andy Romano, Ellen Geer, Richard Jamison, Julia Pomeroy, Tiger Thompson, Jeff Fleury, Kim Kliner, Eric Lalich, Lane Smith",1979-01-01,2015-09-11,95.0,WARNER BROTHERS PICTURES,Fresh,82.0,11.0,Upright,85.0,5597.0,5,9,2,Drama
m/east-palace-west-palace,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2000-01-01,The first mainland Chinese drama to deal openly with the subject of homosexuality.,East Palace West Palace (Dong gong xi gong) (Behind the Forbidden City),A heterosexual Beijing policeman (Hu Jun) and a young homosexual (Si Han) challenge each other's sexuality.,,PG,"Art House & International, Drama, Kids & Family",Yuan Zhang,"Wang Xiaobo, Yuan Zhang, Zhang Jian","Jun Hu, Si Han, Liu Yuxiao, Ma Wen, Quan An Wang, Ye Jing, Wei Zhao, Lu Rong, Zhao Xiaoyu, Yang Jian",1998-06-13,2004-01-20,94.0,Strand Releasing,Fresh,80.0,5.0,Spilled,59.0,819.0,0,4,1,Drama
m/rabbitproof_fence,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,,2003-02-10,Noyce films it more as a shocking history lesson than as drama.,Rabbit-Proof Fence,"Tells the true story of three aboriginal girls who are forcibly taken from their families in 1931 to be trained as domestic servants as part of an official Australian government policy. They make a daring escape and embark on an epic 1,500 mile journey to get back home - following the rabbit-proof fence that bisects the Australian continent - with the authorities in hot pursuit.","Visually beautiful and well-acted, Rabbit-Proof Fence tells a compelling true-life story.",PG,"Action & Adventure, Drama",Phillip Noyce,Christine Olsen,"Everlyn Sampi, Tianna Sansbury, Laura Monaghan, Kenneth Branagh, David Gulpilil, Ningali Lawford, Myarn Lawford, Deborah Mailman, Jason Clarke, Garry McDonald, Lorna Leslie, Natasha Wanganeen, Roy Billing, Andrew S. Gilbert, Ken Radley, Celine O'Leary, Kate Cullen Roberts, Tracy Monaghan, Tamara Flanagan, David Ngoombujarra, Anthony Hayes, Sheryl Carter, Heath Bergersen, Trevor Jamieson, Edwina Bishop, Kerilee Meuris, Andrew Martin, Don Barker, Carmel Johnson, David Buchanan, Richard Carter, Fiona Gregory, Reggie Wanganeen, Glenys Sampi, Kizzy Flanagan, Antonia Sampi, Maurice Kelly, Elsie Thomas, Rosie Goodji, Jewess James",2002-11-29,2016-10-08,94.0,Miramax Films,Certified-Fresh,87.0,142.0,Upright,86.0,23768.0,30,124,18,Drama
m/sons_of_katie_elder,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2005-10-13,Undemanding psychological Western.,The Sons of Katie Elder,"Four ne'er-do-well sons reunite in their Texas hometown to attend their mother's funeral. Led by older brothers John (John Wayne), a gunfighter, and Tom (Dean Martin), a gambler, the four soon learn that their father gambled away the family ranch, which was the cause of his murder. The brothers decide to avenge their father's death and win back the ranch, a situation that quickly leads to trouble with the local sheriff and violent conflict with the rival Hastings clan.",,PG,"Action & Adventure, Drama, Western",Henry Hathaway,"William H. Wright, Allan Weiss, Harry Essex, Harry J. Essex","John Wayne, Dean Martin, Michael Anderson Jr., Michael Anderson Jr., Earl Holliman, Martha Hyer, Michael Anderson, Jeremy Slate, James Gregory, Paul Fix, George Kennedy, Dennis Hopper, Sheldon Allman, John Litel, John Doucette, James Westerfield, Rhys Williams, John Qualen, Rodolfo Acosta, Rodopho (Rudy) Acosta, Strother Martin, Percy Helton, Karl Swenson, Harvey Grant, Jerry Gatlin, Loren Janes, James Loren, Boyd 'Red' Morgan, Chuck Roberson, Ralph Volkie, Jack Williams, Henry Wills, Joe Yrigoyen",1965-07-01,2016-08-10,122.0,Paramount Pictures,Fresh,100.0,12.0,Upright,81.0,10159.0,0,12,0,Drama
m/silent_light,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A-,2012-06-26,It's told with Dreyer-like conviction.,Silent Light (Stellet licht),"Johan (Cornelio Wall), a married Mennonite who maintains a quiet, simplistic lifestyle in rural Mexico, experiences a moral dilemma as a result of his passionate -- and torturously public -- affair with Marianne (Maria Pankratz), a neighbor. As he goes through the ritualistic motions of his daily life in a bucolic landscape, he is forced to weigh his love for Marianne against the survival of his marriage, his family and his deeply felt religious beliefs.",Silent Light demands patience -- and rewards willing viewers with a compassionate and beautifully filmed look at the human condition.,PG,"Art House & International, Drama",Carlos Reygadas,Carlos Reygadas,"Cornelio Wall, Elizabeth Fehr, Jacobo Klassen, Maria Pankratz, Miriam Toews, Elisabeth Fehr, Peter Wall, Irma Thiessen, Alfredo Thiessen, Daniel Thiessen, Autghe Loewen, Jackob Loewen, Gerardo Thiessen, Alex Thiessen",2007-05-22,2018-03-22,127.0,Bac Films,Fresh,88.0,24.0,Upright,69.0,5400.0,10,21,3,Drama
m/searchers,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2000-01-01,The quintessential American film about what it once meant to be American.,The Searchers,"In this revered Western, Ethan Edwards (John Wayne) returns home to Texas after the Civil War. When members of his brother's family are killed or abducted by Comanches, he vows to track down his surviving relatives and bring them home. Eventually, Edwards gets word that his niece Debbie (Natalie Wood) is alive, and, along with her adopted brother, Martin Pawley (Jeffrey Hunter), he embarks on a dangerous mission to find her, journeying deep into Comanche territory.",The Searchers is an epic John Wayne Western that introduces dark ambivalence to the genre that remains fashionable today.,PG,"Action & Adventure, Classics, Drama, Western",John Ford,"Frank S. Nugent, Winton C. Hoch, Winton Hoch","John Wayne, Jeffrey Hunter, Vera Miles, Natalie Wood, Ward Bond, John Qualen, John Milius, Olive Carey, Henry Brandon, Ken Curtis, Harry Carey Jr., Antonio Moreno, Hank Worden, Lana Wood, Walter Coy, Dorothy Jordan, Pippa Scott, Robert Leyden, Patrick Wayne, Beulah Archuletta, Jack Pennick, Peter Mamakos, William Steele, Cliff Lyons, Chuck Roberson, Ruth Clifford, Mae Marsh, Chief Thundercloud, Dan Borzage, Nacho Galindo, Away Luna, Robert Lyden, Billy Yellow, Bob Many Mules, Danny Borzage, Exactly Sonnie Betsuie, Feather Hat Jr., Jack Tin Horn, Many Mules Son, Shooting Star, Pete Grey Eyes, Pipe Line Begishe, Smile White Sheep",1956-03-13,2008-10-24,119.0,Warner Bros. Pictures,Certified-Fresh,98.0,47.0,Upright,88.0,40813.0,9,46,1,Drama
